,Age,Gender,Tenure,Usage Frequency,Support Calls,Subscription Type,Contract Length,Total Spend,Churn,predicted,correct
7182,30,Female,34,30,8,Standard,Annual,120,0,1,False
7194,42,Male,42,9,7,Basic,Quarterly,706,0,1,False
7200,48,Female,4,16,3,Basic,Annual,135,0,1,False
7202,43,Female,43,21,9,Basic,Quarterly,768,0,1,False
7208,60,Male,25,22,5,Basic,Quarterly,927,0,1,False
7211,30,Female,26,12,8,Premium,Monthly,152,0,1,False
7216,31,Female,37,7,2,Basic,Quarterly,343,0,1,False
7224,44,Male,50,27,5,Standard,Monthly,992,0,1,False
7226,43,Female,30,17,5,Basic,Quarterly,648,0,1,False
7240,19,Female,58,21,8,Standard,Quarterly,680,0,1,False
7256,58,Male,32,22,8,Standard,Monthly,601,0,1,False
7263,31,Male,59,22,7,Standard,Monthly,643,0,1,False
7271,39,Male,5,3,9,Basic,Quarterly,715,1,0,False
7274,25,Female,17,19,4,Premium,Monthly,734,0,1,False
7285,40,Female,60,14,8,Standard,Monthly,959,0,1,False
7298,32,Male,28,21,7,Basic,Monthly,962,0,1,False
7322,18,Male,32,5,10,Standard,Monthly,212,0,1,False
7323,35,Female,17,10,6,Standard,Annual,278,1,0,False
7328,18,Male,47,7,6,Basic,Quarterly,643,0,1,False
7339,27,Female,7,9,8,Premium,Quarterly,240,1,0,False
7344,24,Male,59,23,10,Basic,Annual,266,0,1,False
7345,23,Female,60,5,5,Basic,Annual,309,0,1,False
7347,46,Female,33,1,8,Premium,Annual,462,0,1,False
7352,25,Female,22,19,1,Premium,Quarterly,332,1,0,False
7357,56,Female,29,13,8,Basic,Quarterly,518,0,1,False
7359,33,Female,17,21,8,Standard,Monthly,251,1,0,False
7378,31,Female,43,11,9,Standard,Quarterly,844,0,1,False
7380,27,Female,5,7,6,Basic,Monthly,735,0,1,False
7382,62,Female,50,6,0,Premium,Monthly,640,0,1,False
7387,22,Male,47,16,10,Basic,Annual,117,0,1,False
7389,37,Male,29,17,9,Basic,Annual,580,0,1,False
7402,43,Female,27,11,2,Basic,Monthly,279,1,0,False
7410,38,Male,38,7,9,Basic,Monthly,278,0,1,False
7427,50,Male,35,15,7,Standard,Quarterly,857,0,1,False
7431,41,Female,25,8,10,Premium,Monthly,211,0,1,False
7434,38,Female,52,2,10,Premium,Monthly,267,0,1,False
7439,50,Female,53,12,3,Standard,Annual,105,0,1,False
7445,30,Female,47,13,9,Premium,Monthly,943,0,1,False
7447,24,Female,51,21,5,Premium,Quarterly,233,0,1,False
7449,26,Male,49,10,10,Basic,Annual,202,0,1,False
7451,47,Female,29,18,9,Premium,Quarterly,274,0,1,False
7456,28,Male,58,22,5,Basic,Annual,164,0,1,False
7467,48,Female,49,29,6,Standard,Monthly,271,0,1,False
7470,28,Female,19,17,10,Standard,Monthly,661,0,1,False
7475,60,Male,42,21,6,Basic,Annual,732,0,1,False
7478,58,Female,14,13,0,Premium,Monthly,753,0,1,False
7490,33,Female,40,11,6,Standard,Monthly,971,0,1,False
7497,21,Female,57,19,8,Premium,Monthly,613,0,1,False
7500,25,Female,44,30,8,Basic,Quarterly,373,0,1,False
7514,32,Female,47,7,10,Basic,Annual,434,0,1,False
7520,20,Female,44,10,4,Basic,Monthly,358,1,0,False
7521,54,Male,25,30,9,Basic,Monthly,912,0,1,False
7529,19,Female,46,27,10,Premium,Quarterly,441,0,1,False
7543,21,Female,47,27,5,Standard,Quarterly,729,0,1,False
7546,38,Male,36,16,8,Standard,Monthly,615,0,1,False
7550,64,Female,45,23,3,Basic,Annual,485,0,1,False
7555,52,Female,46,27,8,Standard,Monthly,596,1,0,False
7557,38,Female,29,30,10,Basic,Annual,320,0,1,False
7559,39,Male,47,17,5,Premium,Annual,806,0,1,False
7561,59,Female,30,16,10,Basic,Monthly,268,0,1,False
7571,45,Male,52,5,6,Basic,Quarterly,330,0,1,False
7579,49,Female,55,16,10,Standard,Annual,386,0,1,False
7582,65,Female,38,25,1,Basic,Monthly,437,0,1,False
7593,29,Male,51,30,8,Basic,Quarterly,742,0,1,False
7596,23,Male,25,19,9,Premium,Annual,345,0,1,False
7613,38,Female,29,22,6,Basic,Annual,168,1,0,False
7616,26,Male,38,13,9,Premium,Monthly,151,0,1,False
7618,27,Female,27,4,6,Premium,Annual,761,0,1,False
7620,53,Female,14,24,3,Basic,Monthly,313,0,1,False
7629,54,Female,51,26,0,Basic,Monthly,610,1,0,False
7635,28,Female,3,11,5,Standard,Quarterly,124,1,0,False
7647,23,Female,50,21,3,Basic,Monthly,384,1,0,False
7654,30,Male,26,13,5,Premium,Monthly,209,0,1,False
7662,52,Female,47,26,8,Basic,Quarterly,364,0,1,False
7666,63,Female,42,12,7,Basic,Monthly,411,0,1,False
7674,40,Male,58,24,5,Standard,Quarterly,830,0,1,False
7679,62,Female,50,14,3,Standard,Annual,285,0,1,False
7693,19,Male,37,21,5,Standard,Annual,565,0,1,False
7703,50,Female,42,30,6,Basic,Annual,244,0,1,False
7714,20,Male,32,6,9,Standard,Monthly,464,0,1,False
7716,47,Female,57,11,4,Basic,Quarterly,245,0,1,False
7740,47,Female,46,7,10,Premium,Quarterly,938,0,1,False
7743,56,Female,2,15,3,Basic,Monthly,526,0,1,False
7777,63,Male,46,23,6,Standard,Quarterly,417,0,1,False
7779,48,Female,5,5,5,Standard,Annual,474,0,1,False
7781,29,Female,27,13,8,Premium,Quarterly,462,0,1,False
7784,35,Male,42,4,6,Standard,Quarterly,795,0,1,False
7791,50,Female,44,25,9,Premium,Annual,570,0,1,False
7806,59,Female,54,26,0,Basic,Monthly,448,1,0,False
7812,23,Female,50,26,7,Premium,Annual,368,0,1,False
7816,44,Female,46,18,3,Premium,Monthly,682,0,1,False
7820,38,Female,49,24,8,Standard,Monthly,480,0,1,False
7832,46,Male,60,11,8,Standard,Quarterly,805,0,1,False
7840,49,Female,14,26,10,Standard,Monthly,649,0,1,False
7846,32,Male,58,6,6,Standard,Quarterly,392,0,1,False
7855,35,Male,51,4,7,Basic,Monthly,662,0,1,False
7864,53,Female,50,25,5,Premium,Quarterly,963,0,1,False
7868,21,Female,41,24,5,Basic,Annual,524,0,1,False
7869,56,Female,44,24,1,Premium,Monthly,676,0,1,False
7879,48,Female,60,24,5,Standard,Annual,284,0,1,False
7884,64,Male,38,12,8,Premium,Annual,267,0,1,False
7903,53,Female,50,17,8,Premium,Annual,630,0,1,False
7911,41,Male,44,15,6,Standard,Annual,728,0,1,False
7919,24,Female,48,26,8,Standard,Annual,499,0,1,False
7924,26,Female,51,17,6,Premium,Quarterly,795,0,1,False
7929,34,Female,39,16,9,Premium,Monthly,792,0,1,False
7931,45,Female,58,9,9,Standard,Annual,756,0,1,False
7938,26,Female,60,7,7,Basic,Annual,347,0,1,False
7948,56,Female,56,16,5,Standard,Monthly,225,0,1,False
7957,62,Male,48,18,9,Premium,Annual,905,0,1,False
7970,40,Female,12,29,6,Standard,Quarterly,272,1,0,False
7977,38,Female,51,2,10,Basic,Monthly,770,0,1,False
7978,64,Male,47,11,7,Standard,Annual,977,0,1,False
7998,46,Female,26,28,9,Standard,Annual,455,0,1,False
8000,50,Male,57,19,6,Standard,Annual,127,0,1,False
8008,30,Female,21,6,0,Basic,Monthly,455,1,0,False
8010,41,Female,25,16,6,Basic,Quarterly,469,0,1,False
8012,53,Female,59,19,6,Basic,Quarterly,261,0,1,False
8015,37,Male,36,10,9,Basic,Annual,713,0,1,False
8019,44,Female,55,1,6,Premium,Quarterly,850,0,1,False
8031,49,Female,48,13,9,Premium,Monthly,988,0,1,False
8037,42,Female,10,9,4,Standard,Monthly,584,1,0,False
8044,43,Male,28,26,5,Premium,Monthly,547,0,1,False
8068,50,Male,46,7,5,Premium,Quarterly,864,0,1,False
8073,39,Female,34,23,10,Standard,Monthly,702,0,1,False
8081,21,Female,59,23,4,Standard,Quarterly,322,0,1,False
8082,53,Female,55,9,5,Premium,Quarterly,385,0,1,False
8083,20,Male,58,5,5,Basic,Monthly,220,0,1,False
8088,56,Female,31,29,6,Premium,Quarterly,182,0,1,False
8089,21,Male,41,28,5,Premium,Quarterly,764,0,1,False
8094,39,Female,26,21,6,Basic,Annual,652,0,1,False
8105,58,Male,31,21,7,Standard,Monthly,284,0,1,False
8123,43,Female,59,5,2,Basic,Monthly,300,1,0,False
8137,21,Male,25,23,5,Basic,Monthly,644,0,1,False
8140,22,Female,31,20,2,Basic,Annual,413,0,1,False
8141,46,Female,28,5,7,Standard,Annual,915,0,1,False
8144,40,Male,35,14,9,Standard,Annual,248,0,1,False
8154,31,Female,54,7,0,Basic,Annual,357,0,1,False
8162,27,Female,6,18,5,Premium,Quarterly,284,1,0,False
8168,40,Female,46,19,0,Standard,Monthly,381,0,1,False
8173,57,Female,53,29,7,Basic,Monthly,392,0,1,False
8184,55,Male,38,8,10,Standard,Quarterly,360,0,1,False
8187,49,Male,51,1,8,Premium,Quarterly,830,0,1,False
8195,49,Female,27,26,9,Standard,Quarterly,952,0,1,False
8196,46,Female,2,7,4,Premium,Annual,443,1,0,False
8197,56,Male,48,13,5,Standard,Annual,196,0,1,False
8201,61,Female,1,11,1,Premium,Annual,377,1,0,False
8205,19,Female,37,20,0,Standard,Monthly,240,0,1,False
8206,61,Female,40,30,1,Standard,Annual,396,1,0,False
8213,34,Male,26,2,8,Premium,Annual,836,0,1,False
8221,26,Female,51,7,7,Standard,Monthly,734,0,1,False
8223,31,Female,34,17,7,Standard,Monthly,959,0,1,False
8231,24,Male,40,16,8,Basic,Monthly,259,0,1,False
8237,53,Female,8,20,2,Standard,Monthly,771,0,1,False
8242,54,Female,49,8,9,Basic,Monthly,249,0,1,False
8249,31,Female,52,15,8,Basic,Quarterly,617,0,1,False
8251,65,Female,32,18,3,Premium,Quarterly,429,0,1,False
8253,41,Male,50,15,6,Standard,Annual,588,0,1,False
8255,42,Male,39,14,8,Standard,Annual,751,0,1,False
8270,62,Female,12,12,2,Basic,Quarterly,269,0,1,False
8271,29,Male,59,22,6,Basic,Annual,219,0,1,False
8277,61,Female,59,27,8,Standard,Annual,440,0,1,False
8282,57,Female,32,12,10,Standard,Annual,912,0,1,False
8290,44,Female,54,20,9,Basic,Monthly,467,0,1,False
8292,22,Male,39,21,6,Basic,Annual,689,0,1,False
8294,61,Female,19,15,1,Premium,Annual,171,1,0,False
8306,34,Male,55,6,6,Standard,Quarterly,536,0,1,False
8322,47,Female,19,17,5,Basic,Quarterly,153,0,1,False
8323,20,Female,25,16,9,Standard,Annual,612,0,1,False
8328,25,Female,44,19,7,Premium,Annual,970,0,1,False
8332,42,Female,56,26,7,Standard,Monthly,509,0,1,False
8334,48,Female,8,29,10,Basic,Monthly,320,1,0,False
8339,55,Female,39,27,6,Standard,Monthly,342,0,1,False
8342,64,Female,26,24,6,Standard,Annual,869,0,1,False
8346,27,Female,26,22,10,Basic,Annual,826,0,1,False
8352,53,Female,42,13,8,Basic,Quarterly,598,0,1,False
8366,36,Male,53,13,7,Standard,Monthly,543,0,1,False
8368,38,Female,17,27,5,Basic,Monthly,312,1,0,False
8381,49,Female,25,21,5,Basic,Annual,483,0,1,False
8388,39,Female,13,19,1,Basic,Annual,251,0,1,False
8391,32,Female,57,9,4,Premium,Quarterly,458,0,1,False
8394,31,Male,28,25,6,Standard,Quarterly,940,0,1,False
8397,25,Male,58,1,7,Standard,Quarterly,752,0,1,False
8399,36,Female,52,26,6,Premium,Annual,131,0,1,False
8400,20,Female,27,2,8,Basic,Quarterly,160,0,1,False
8410,34,Female,42,16,6,Standard,Monthly,354,0,1,False
8434,19,Female,34,27,9,Premium,Monthly,145,0,1,False
8443,44,Male,53,16,5,Premium,Monthly,461,0,1,False
8462,47,Female,29,15,7,Standard,Quarterly,481,0,1,False
8472,51,Female,52,6,6,Standard,Monthly,181,0,1,False
8473,20,Male,29,22,9,Premium,Quarterly,195,0,1,False
8481,38,Male,46,27,7,Basic,Quarterly,854,0,1,False
8484,65,Female,27,26,8,Standard,Monthly,263,0,1,False
8501,42,Male,53,2,8,Basic,Quarterly,844,0,1,False
8504,23,Female,21,5,9,Premium,Monthly,253,0,1,False
8506,21,Female,7,11,7,Basic,Quarterly,192,1,0,False
8513,39,Male,53,20,8,Standard,Quarterly,618,0,1,False
8516,25,Male,52,8,9,Standard,Annual,176,0,1,False
8517,57,Female,43,30,5,Premium,Quarterly,518,0,1,False
8521,25,Female,27,17,8,Premium,Quarterly,771,0,1,False
8522,41,Male,54,16,5,Standard,Annual,257,0,1,False
8529,30,Female,47,25,5,Premium,Annual,337,0,1,False
8533,20,Female,11,21,0,Premium,Monthly,578,1,0,False
8536,32,Female,32,8,1,Basic,Quarterly,331,0,1,False
8543,22,Male,52,9,5,Premium,Annual,788,0,1,False
8554,38,Female,24,16,10,Basic,Monthly,337,0,1,False
8555,21,Male,42,19,9,Basic,Annual,397,0,1,False
8558,51,Male,31,9,8,Basic,Quarterly,230,0,1,False
8559,63,Male,46,25,7,Basic,Monthly,917,0,1,False
8563,31,Male,33,22,8,Premium,Quarterly,204,0,1,False
8565,31,Female,33,30,8,Standard,Quarterly,543,0,1,False
8570,32,Male,43,12,5,Premium,Quarterly,231,0,1,False
8584,28,Female,53,28,2,Basic,Annual,290,1,0,False
8604,50,Female,40,8,1,Basic,Quarterly,495,0,1,False
8612,39,Male,43,27,7,Premium,Annual,505,0,1,False
8616,28,Male,60,3,10,Standard,Quarterly,416,0,1,False
8622,51,Male,56,17,6,Basic,Monthly,887,0,1,False
8628,27,Male,59,7,5,Standard,Annual,269,0,1,False
8642,58,Female,54,21,9,Basic,Monthly,405,0,1,False
8644,60,Female,41,29,3,Basic,Monthly,428,0,1,False
8650,20,Female,33,24,10,Basic,Quarterly,496,0,1,False
8652,44,Female,25,26,3,Premium,Monthly,292,0,1,False
8654,21,Female,28,13,8,Premium,Quarterly,145,0,1,False
8660,53,Female,54,29,8,Premium,Quarterly,194,0,1,False
8668,64,Female,27,24,10,Basic,Quarterly,309,0,1,False
8671,25,Male,48,6,5,Premium,Quarterly,345,0,1,False
8684,62,Female,39,18,5,Premium,Annual,880,0,1,False
8690,28,Male,60,16,9,Basic,Monthly,494,0,1,False
8702,51,Female,18,18,4,Standard,Quarterly,158,0,1,False
8703,35,Female,42,17,5,Basic,Annual,518,0,1,False
8708,39,Male,26,16,6,Premium,Monthly,796,0,1,False
8717,30,Female,55,1,3,Premium,Quarterly,386,0,1,False
8729,57,Female,24,22,7,Basic,Monthly,295,0,1,False
8732,34,Male,32,18,10,Premium,Annual,781,1,0,False
8736,42,Female,42,27,0,Basic,Monthly,203,1,0,False
8760,48,Female,29,22,8,Premium,Annual,662,0,1,False
8768,26,Female,40,2,8,Standard,Monthly,822,0,1,False
8779,45,Male,24,24,7,Basic,Annual,249,0,1,False
8785,22,Male,37,22,9,Premium,Monthly,177,0,1,False
8787,38,Female,52,7,6,Basic,Quarterly,977,0,1,False
8790,33,Male,30,24,9,Basic,Monthly,399,0,1,False
8793,60,Female,52,9,4,Basic,Annual,163,0,1,False
8794,65,Female,26,9,5,Basic,Monthly,796,0,1,False
8798,56,Female,59,26,6,Standard,Monthly,693,0,1,False
8800,22,Female,23,2,7,Standard,Quarterly,103,0,1,False
8806,47,Female,54,5,9,Standard,Quarterly,136,0,1,False
8808,22,Female,38,15,10,Basic,Quarterly,646,0,1,False
8816,63,Female,27,28,10,Basic,Monthly,725,0,1,False
8823,36,Male,38,9,9,Premium,Annual,972,0,1,False
8839,25,Male,27,19,9,Basic,Quarterly,222,0,1,False
8843,36,Female,9,2,8,Basic,Quarterly,243,0,1,False
8858,51,Female,19,25,7,Standard,Monthly,691,0,1,False
8863,36,Female,43,22,1,Standard,Monthly,600,1,0,False
8882,40,Female,27,14,0,Basic,Quarterly,429,0,1,False
8895,39,Male,24,7,6,Basic,Monthly,598,0,1,False
8904,22,Female,25,14,4,Basic,Monthly,598,1,0,False
8915,50,Male,42,16,5,Premium,Monthly,111,0,1,False
8919,27,Female,17,15,6,Standard,Annual,425,1,0,False
8921,38,Male,25,16,7,Basic,Quarterly,113,0,1,False
8926,50,Male,50,7,8,Standard,Quarterly,924,0,1,False
8935,62,Male,46,15,9,Basic,Quarterly,128,0,1,False
8946,63,Male,41,21,10,Standard,Monthly,982,1,0,False
8958,59,Female,34,14,0,Premium,Annual,252,1,0,False
8966,27,Female,27,8,10,Standard,Monthly,744,0,1,False
8972,50,Female,33,19,5,Premium,Quarterly,183,0,1,False
8977,55,Male,43,29,5,Premium,Quarterly,604,0,1,False
8992,28,Female,30,29,4,Premium,Annual,223,1,0,False
9000,40,Female,47,12,8,Standard,Monthly,778,0,1,False
9012,33,Male,32,28,9,Premium,Quarterly,623,0,1,False
9029,63,Female,42,14,3,Premium,Monthly,830,0,1,False
9047,45,Female,24,9,6,Premium,Monthly,805,0,1,False
9049,31,Female,3,11,7,Premium,Annual,360,1,0,False
9057,24,Female,25,23,9,Premium,Annual,314,0,1,False
9062,42,Female,14,20,4,Standard,Annual,344,0,1,False
9063,51,Male,54,27,10,Standard,Monthly,944,0,1,False
9076,40,Male,33,21,9,Standard,Quarterly,805,0,1,False
9078,57,Male,26,29,6,Premium,Quarterly,969,1,0,False
9081,25,Female,51,20,8,Basic,Quarterly,693,0,1,False
9091,33,Female,8,19,8,Premium,Quarterly,348,1,0,False
9093,34,Male,27,18,8,Standard,Annual,547,0,1,False
9095,21,Male,37,9,8,Basic,Monthly,506,0,1,False
9104,54,Male,58,9,10,Basic,Quarterly,979,0,1,False
9124,32,Male,42,20,5,Standard,Monthly,918,0,1,False
9132,40,Male,28,18,8,Premium,Annual,109,0,1,False
9142,30,Female,3,23,5,Premium,Monthly,775,0,1,False
9148,50,Male,36,28,7,Premium,Annual,775,0,1,False
9152,61,Male,35,14,6,Premium,Quarterly,888,1,0,False
9153,22,Female,53,9,10,Premium,Quarterly,636,0,1,False
9155,63,Female,55,14,10,Premium,Monthly,290,0,1,False
9159,44,Female,26,11,0,Basic,Monthly,680,1,0,False
9162,29,Female,58,18,4,Basic,Quarterly,275,0,1,False
9174,45,Female,16,24,0,Basic,Monthly,761,0,1,False
9177,63,Male,40,10,9,Basic,Monthly,272,1,0,False
9182,45,Female,48,5,2,Basic,Monthly,356,0,1,False
9197,21,Female,31,18,7,Standard,Monthly,504,0,1,False
9206,29,Female,3,19,1,Premium,Monthly,690,0,1,False
9219,62,Female,30,29,5,Basic,Quarterly,575,0,1,False
9222,37,Female,47,26,5,Premium,Annual,473,0,1,False
9225,21,Female,38,23,10,Standard,Quarterly,309,0,1,False
9240,36,Female,1,21,2,Premium,Annual,183,1,0,False
9244,19,Male,33,4,6,Premium,Quarterly,924,0,1,False
9245,20,Male,26,1,6,Premium,Monthly,790,0,1,False
9253,27,Female,48,17,3,Standard,Monthly,772,1,0,False
9254,25,Female,32,23,1,Standard,Quarterly,497,0,1,False
9256,53,Female,45,7,6,Standard,Annual,273,0,1,False
9258,37,Male,29,12,6,Standard,Monthly,384,0,1,False
9268,42,Male,40,23,6,Premium,Quarterly,651,0,1,False
9274,28,Female,32,20,8,Standard,Annual,993,0,1,False
9278,54,Female,28,29,10,Basic,Annual,679,0,1,False
9287,51,Female,44,16,10,Basic,Quarterly,948,0,1,False
9290,54,Female,13,14,10,Premium,Monthly,537,1,0,False
9291,58,Female,39,22,7,Standard,Quarterly,257,0,1,False
9308,34,Female,29,7,8,Standard,Monthly,775,0,1,False
9322,55,Female,49,20,4,Standard,Monthly,520,0,1,False
9338,34,Male,28,22,9,Basic,Monthly,945,0,1,False
9343,49,Female,9,16,5,Premium,Monthly,556,0,1,False
9344,25,Female,52,2,6,Premium,Monthly,935,0,1,False
9355,47,Female,8,13,1,Basic,Monthly,359,0,1,False
9357,33,Female,8,14,8,Basic,Quarterly,315,1,0,False
9359,40,Male,26,20,5,Standard,Monthly,459,0,1,False
9365,28,Male,57,11,7,Basic,Annual,502,0,1,False
9367,35,Female,1,20,10,Standard,Annual,253,1,0,False
9396,19,Female,30,24,9,Basic,Quarterly,297,0,1,False
9419,27,Female,5,28,1,Premium,Monthly,695,0,1,False
9429,63,Female,55,6,8,Premium,Monthly,698,0,1,False
9445,53,Female,2,30,4,Basic,Monthly,761,0,1,False
9450,18,Female,54,25,6,Standard,Annual,955,0,1,False
9464,39,Male,25,17,9,Standard,Annual,924,0,1,False
9466,47,Female,54,22,3,Standard,Monthly,199,1,0,False
9472,25,Male,32,13,10,Standard,Annual,199,0,1,False
9473,40,Female,57,11,1,Premium,Monthly,965,0,1,False
9474,46,Female,14,20,8,Standard,Quarterly,420,1,0,False
9480,60,Female,28,18,9,Premium,Monthly,353,0,1,False
9486,31,Female,23,8,1,Standard,Monthly,559,1,0,False
9491,18,Female,8,18,3,Basic,Monthly,839,1,0,False
9504,34,Female,28,30,5,Standard,Annual,604,0,1,False
9514,47,Male,51,2,10,Premium,Quarterly,383,0,1,False
9557,63,Male,28,23,9,Standard,Monthly,141,0,1,False
9564,46,Male,24,11,8,Basic,Monthly,632,0,1,False
9581,26,Female,7,11,7,Standard,Monthly,798,0,1,False
9582,23,Female,31,4,10,Standard,Monthly,644,0,1,False
9602,24,Female,57,16,10,Basic,Monthly,720,0,1,False
9608,48,Male,45,16,10,Basic,Annual,921,0,1,False
9622,40,Female,44,4,4,Premium,Monthly,505,1,0,False
9633,62,Male,25,13,9,Basic,Annual,491,0,1,False
9638,59,Male,42,25,7,Premium,Monthly,736,0,1,False
9643,59,Female,40,7,3,Premium,Annual,490,0,1,False
9650,37,Male,49,18,9,Basic,Monthly,252,0,1,False
9651,50,Male,60,30,6,Basic,Annual,280,0,1,False
9654,58,Female,24,10,10,Premium,Quarterly,278,0,1,False
9658,36,Male,50,19,8,Standard,Annual,204,0,1,False
9660,37,Female,58,7,5,Standard,Quarterly,175,0,1,False
9667,26,Female,5,14,5,Basic,Monthly,227,1,0,False
9669,25,Female,44,7,7,Premium,Quarterly,240,0,1,False
9674,59,Female,42,11,7,Basic,Annual,167,0,1,False
9695,31,Female,29,12,8,Standard,Monthly,133,0,1,False
9697,32,Male,53,11,10,Premium,Quarterly,842,0,1,False
9702,57,Female,37,23,3,Standard,Annual,385,0,1,False
9713,21,Female,60,30,9,Premium,Quarterly,400,0,1,False
9728,28,Male,58,15,5,Basic,Annual,274,0,1,False
9731,35,Female,49,8,2,Premium,Quarterly,398,0,1,False
9732,44,Female,31,27,4,Standard,Monthly,730,1,0,False
9733,35,Female,32,14,2,Premium,Quarterly,195,1,0,False
9745,28,Female,56,7,8,Basic,Monthly,598,0,1,False
9746,50,Female,9,26,6,Basic,Annual,458,1,0,False
9747,46,Male,29,3,7,Basic,Quarterly,674,0,1,False
9788,19,Male,48,19,8,Standard,Annual,747,0,1,False
9789,50,Female,56,18,10,Standard,Monthly,914,0,1,False
9791,19,Female,49,28,10,Standard,Monthly,813,0,1,False
9797,20,Female,50,16,6,Basic,Monthly,320,0,1,False
9807,61,Female,55,23,3,Premium,Monthly,440,0,1,False
9813,28,Female,28,23,4,Basic,Monthly,291,1,0,False
9819,34,Female,38,28,2,Premium,Monthly,284,1,0,False
9820,47,Female,53,1,7,Basic,Annual,755,0,1,False
9829,42,Female,42,4,0,Basic,Monthly,794,0,1,False
9839,38,Female,54,24,6,Basic,Quarterly,994,0,1,False
9844,18,Female,50,20,10,Basic,Annual,341,0,1,False
9845,50,Female,36,20,9,Premium,Monthly,883,1,0,False
9862,54,Male,48,26,10,Premium,Annual,671,0,1,False
9872,29,Female,60,18,10,Standard,Annual,424,0,1,False
9873,43,Female,44,7,9,Standard,Monthly,127,0,1,False
9876,49,Female,21,22,3,Basic,Annual,284,0,1,False
9881,58,Female,50,11,5,Basic,Monthly,951,0,1,False
9899,24,Male,59,14,9,Standard,Annual,201,0,1,False
9901,28,Female,28,9,5,Premium,Monthly,628,0,1,False
9917,41,Female,45,23,5,Standard,Annual,337,0,1,False
9918,39,Female,45,19,10,Premium,Quarterly,503,0,1,False
9934,25,Female,50,1,8,Standard,Annual,942,0,1,False
9940,49,Female,22,13,7,Premium,Monthly,144,1,0,False
9946,37,Male,47,13,8,Premium,Monthly,332,0,1,False
9948,51,Female,36,30,5,Premium,Quarterly,674,1,0,False
9949,48,Female,1,7,2,Standard,Monthly,450,0,1,False
9954,41,Male,56,27,8,Premium,Annual,180,0,1,False
9962,51,Male,57,17,9,Premium,Quarterly,817,0,1,False
9964,50,Female,57,30,5,Standard,Monthly,643,0,1,False
9979,25,Female,40,4,7,Basic,Quarterly,989,0,1,False
9988,26,Male,50,3,5,Standard,Annual,291,0,1,False
9989,21,Female,54,25,7,Basic,Quarterly,124,0,1,False
9993,30,Female,53,6,8,Basic,Quarterly,479,0,1,False
10003,27,Male,40,22,8,Standard,Monthly,199,0,1,False
10006,59,Female,50,12,3,Premium,Monthly,937,0,1,False
10010,33,Female,56,26,7,Basic,Monthly,945,0,1,False
10031,60,Female,6,19,9,Premium,Monthly,193,1,0,False
10032,63,Female,45,12,10,Standard,Quarterly,191,0,1,False
10095,29,Male,34,26,5,Standard,Quarterly,201,0,1,False
10100,43,Male,38,30,6,Premium,Monthly,644,0,1,False
10108,58,Male,56,10,8,Premium,Annual,892,0,1,False
10112,46,Female,58,18,1,Standard,Monthly,480,0,1,False
10122,27,Female,43,8,10,Basic,Monthly,859,0,1,False
10131,19,Male,53,22,10,Standard,Annual,190,0,1,False
10144,30,Male,53,15,5,Premium,Monthly,664,0,1,False
10153,33,Female,25,22,0,Premium,Quarterly,246,0,1,False
10176,23,Female,19,15,2,Basic,Monthly,300,0,1,False
10187,30,Female,39,9,8,Standard,Quarterly,798,0,1,False
10198,61,Female,26,15,9,Premium,Annual,252,0,1,False
10201,26,Female,33,26,7,Premium,Monthly,971,0,1,False
10202,65,Female,1,7,6,Basic,Monthly,272,0,1,False
10218,23,Female,38,26,7,Premium,Annual,217,0,1,False
10241,40,Female,40,28,0,Premium,Monthly,518,1,0,False
10245,19,Female,58,4,5,Standard,Monthly,559,0,1,False
10252,37,Female,32,3,5,Standard,Annual,732,0,1,False
10253,18,Female,9,20,3,Premium,Monthly,523,1,0,False
10277,42,Male,54,16,8,Premium,Monthly,947,0,1,False
10278,44,Female,38,28,7,Basic,Annual,361,0,1,False
10282,62,Male,50,11,9,Basic,Quarterly,799,0,1,False
10286,28,Female,47,29,7,Standard,Annual,177,0,1,False
10289,54,Male,24,29,8,Standard,Annual,518,0,1,False
10297,18,Male,30,11,9,Basic,Annual,529,0,1,False
10299,32,Female,39,2,1,Basic,Quarterly,373,1,0,False
10307,30,Female,42,15,8,Premium,Monthly,280,0,1,False
10325,47,Female,35,18,6,Premium,Monthly,407,0,1,False
10328,21,Male,35,22,5,Premium,Quarterly,687,0,1,False
10330,49,Female,19,13,5,Premium,Annual,141,0,1,False
10337,60,Male,50,27,7,Basic,Monthly,930,0,1,False
10344,41,Female,31,6,4,Premium,Quarterly,110,1,0,False
10347,21,Female,6,25,5,Basic,Monthly,941,1,0,False
10349,30,Male,50,5,5,Standard,Monthly,544,0,1,False
10368,19,Female,50,25,3,Basic,Monthly,402,1,0,False
10372,44,Male,43,11,7,Premium,Annual,615,0,1,False
10379,26,Female,39,15,8,Premium,Monthly,259,0,1,False
10386,29,Female,40,27,5,Standard,Monthly,320,0,1,False
10405,60,Male,47,22,6,Premium,Annual,544,0,1,False
10406,63,Female,54,27,5,Standard,Quarterly,712,0,1,False
10419,39,Male,40,29,6,Premium,Monthly,310,0,1,False
10435,40,Male,41,29,6,Standard,Quarterly,493,0,1,False
10473,32,Female,60,18,8,Premium,Monthly,983,0,1,False
10476,49,Male,59,8,5,Premium,Quarterly,625,0,1,False
10489,24,Female,34,14,0,Premium,Quarterly,151,1,0,False
10496,64,Male,30,24,8,Premium,Quarterly,777,0,1,False
